event_id,session_id,user_role,product_name,event_timestamp,event_type,page_section,element_clicked,status,error_type
E00060,S0010,Internal User,Steel Coil A,2026-07-06 12:06:37,export,Export Product Passport,Export as PDF,success,none
E00061,S0010,Internal User,Steel Coil A,2026-07-06 12:10:21,tab_click,General Information,General Information,success,none
E00062,S0010,Internal User,Steel Coil A,2026-07-06 12:07:36,tab_click,General Information,General Information,success,none
E00063,S0010,Internal User,Steel Coil A,2026-07-06 12:04:30,error,Technical Documents,System Error,failed,api_timeout
E00064,S0010,Internal User,Steel Coil A,2026-07-06 12:07:29,tab_click,General Information,General Information,success,none
E00065,S0010,Internal User,Steel Coil A,2026-07-06 12:09:28,error,Verify Product Passport,System Error,failed,broken_link
E00066,S0011,Manufacturer,The White,2026-07-04 05:49:04,tab_click,Technical Documents,Technical Documents,success,none
E00067,S0011,Manufacturer,The White,2026-07-04 05:51:29,verification,Verify Product Passport,Verify with Spherity,success,none
E00068,S0011,Manufacturer,The White,2026-07-04 05:48:49,page_view,DPP Landing Page,Open DPP Page,success,none
E00069,S0011,Manufacturer,The White,2026-07-04 05:50:26,tab_click,General Information,General Information,success,none
E00070,S0011,Manufacturer,The White,2026-07-04 05:47:45,verification,Verify Product Passport,Verify with Spherity,success,none
E00071,S0011,Manufacturer,The White,2026-07-04 05:48:23,tab_click,Energy Overview,Energy Overview,success,none
E00072,S0012,Manufacturer,The White,2026-07-07 11:38:05,verification,Verify Product Passport,Verify with Spherity,success,none
E00073,S0012,Manufacturer,The White,2026-07-07 11:37:48,tab_click,General Information,General Information,success,none
E00074,S0012,Manufacturer,The White,2026-07-07 11:35:48,page_view,DPP Landing Page,Open DPP Page,success,none
E00075,S0012,Manufacturer,The White,2026-07-07 11:40:29,tab_click,Energy Overview,Energy Overview,success,none
E00076,S0012,Manufacturer,The White,2026-07-07 11:34:59,tab_click,General Information,General Information,success,none
E00077,S0013,Manufacturer,Steel Coil A,2026-07-07 18:17:17,document_click,Technical Documents,Interoperability Test Case Documentation,failed,broken_link
E00078,S0013,Manufacturer,Steel Coil A,2026-07-07 18:19:48,page_view,DPP Landing Page,Open DPP Page,success,none
E00079,S0013,Manufacturer,Steel Coil A,2026-07-07 18:17:13,tab_click,General Information,General Information,success,none
E00080,S0014,Customer,Wire Rod,2026-07-01 09:21:18,tab_click,Anomalies,Anomalies,success,none
E00081,S0014,Customer,Wire Rod,2026-07-01 09:22:03,verification,Verify Product Passport,Verify with Spherity,success,none
E00082,S0014,Customer,Wire Rod,2026-07-01 09:22:25,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00083,S0014,Customer,Wire Rod,2026-07-01 09:22:04,tab_click,General Information,General Information,success,none
E00084,S0014,Customer,Wire Rod,2026-07-01 09:23:53,document_click,Technical Documents,Technical Information,success,none
E00085,S0014,Customer,Wire Rod,2026-07-01 09:23:26,error,Energy Overview,System Error,failed,missing_data
E00086,S0014,Customer,Wire Rod,2026-07-01 09:22:53,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00087,S0014,Customer,Wire Rod,2026-07-01 09:23:48,document_click,Technical Documents,Certificate of Conformity,success,none
E00088,S0014,Customer,Wire Rod,2026-07-01 09:22:50,tab_click,Paint Material,Paint Material,success,none
E00089,S0014,Customer,Wire Rod,2026-07-01 09:21:51,export,Export Product Passport,Export as PDF,success,none
E00090,S0014,Customer,Wire Rod,2026-07-01 09:22:20,verification,Verify Product Passport,Verify with Spherity,success,none
E00091,S0015,Recycler,Steel Coil A,2026-07-07 21:12:30,document_click,Technical Documents,Energy Report,success,none
E00092,S0015,Recycler,Steel Coil A,2026-07-07 21:12:50,tab_click,Paint Material,Paint Material,success,none
E00093,S0015,Recycler,Steel Coil A,2026-07-07 21:13:40,document_click,Technical Documents,Energy Report,success,none
E00094,S0015,Recycler,Steel Coil A,2026-07-07 21:12:39,document_click,Technical Documents,Certificate of Conformity,failed,broken_link
E00095,S0015,Recycler,Steel Coil A,2026-07-07 21:13:52,document_click,Technical Documents,Safety Data Sheet,success,none
E00096,S0016,Recycler,The White,2026-07-06 13:40:43,document_click,Technical Documents,Safety Data Sheet,success,none
E00097,S0016,Recycler,The White,2026-07-06 13:39:32,verification,Verify Product Passport,Verify with Spherity,success,none
E00098,S0016,Recycler,The White,2026-07-06 13:39:07,tab_click,General Information,General Information,success,none
E00099,S0016,Recycler,The White,2026-07-06 13:40:40,page_view,DPP Landing Page,Open DPP Page,success,none
E00100,S0016,Recycler,The White,2026-07-06 13:40:42,tab_click,General Information,General Information,success,none
E00101,S0016,Recycler,The White,2026-07-06 13:40:23,export,Export Product Passport,Export as PDF,success,none
E00102,S0016,Recycler,The White,2026-07-06 13:39:47,export,Export Product Passport,Export as PDF,success,none
E00103,S0016,Recycler,The White,2026-07-06 13:39:51,tab_click,Paint Material,Paint Material,success,none
E00104,S0016,Recycler,The White,2026-07-06 13:40:09,tab_click,Energy Overview,Energy Overview,success,none
E00105,S0017,Customer,Hot Rolled Coil,2026-07-06 04:47:50,login,Authentication,Log in,success,none
E00106,S0017,Customer,Hot Rolled Coil,2026-07-06 04:47:56,page_view,DPP Landing Page,Open DPP Page,success,none
E00107,S0017,Customer,Hot Rolled Coil,2026-07-06 04:47:44,export,Export Product Passport,Export as PDF,success,none
E00108,S0017,Customer,Hot Rolled Coil,2026-07-06 04:48:07,document_click,Technical Documents,Technical Information,success,none
E00109,S0018,Recycler,The White,2026-07-07 04:27:56,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00110,S0018,Recycler,The White,2026-07-07 04:27:34,tab_click,Energy Overview,Energy Overview,success,none
E00111,S0018,Recycler,The White,2026-07-07 04:28:53,tab_click,Energy Overview,Energy Overview,success,none
E00112,S0018,Recycler,The White,2026-07-07 04:27:42,tab_click,Energy Overview,Energy Overview,success,none
E00113,S0018,Recycler,The White,2026-07-07 04:28:52,tab_click,Machine Energy,Machine Energy,success,none
E00114,S0018,Recycler,The White,2026-07-07 04:25:12,document_click,Technical Documents,Certificate of Conformity,failed,broken_link
E00115,S0018,Recycler,The White,2026-07-07 04:25:06,export,Export Product Passport,Export as PDF,success,none
E00116,S0019,Auditor,The White,2026-07-02 22:38:59,tab_click,General Information,General Information,success,none
E00117,S0019,Auditor,The White,2026-07-02 22:37:54,tab_click,Technical Documents,Technical Documents,success,none
E00118,S0019,Auditor,The White,2026-07-02 22:38:48,error,Machine Energy,System Error,failed,api_timeout
E00119,S0019,Auditor,The White,2026-07-02 22:38:14,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00120,S0019,Auditor,The White,2026-07-02 22:37:08,document_click,Technical Documents,Technical Information,success,none
E00121,S0019,Auditor,The White,2026-07-02 22:38:56,document_click,Technical Documents,Certificate of Conformity,success,none
E00122,S0019,Auditor,The White,2026-07-02 22:36:25,login,Authentication,Log in,success,none
E00123,S0019,Auditor,The White,2026-07-02 22:36:59,tab_click,Technical Documents,Technical Documents,success,none
E00124,S0020,Recycler,Wire Rod,2026-07-06 16:22:06,export,Export Product Passport,Export as PDF,success,none
E00125,S0020,Recycler,Wire Rod,2026-07-06 16:23:45,document_click,Technical Documents,Energy Report,success,none
E00126,S0020,Recycler,Wire Rod,2026-07-06 16:25:40,verification,Verify Product Passport,Verify with Spherity,failed,failed_verification
E00127,S0021,Auditor,Stainless Steel Sheet,2026-07-02 09:23:24,export,Export Product Passport,Export as PDF,success,none
E00128,S0021,Auditor,Stainless Steel Sheet,2026-07-02 09:23:11,tab_click,Technical Documents,Technical Documents,success,none
E00129,S0021,Auditor,Stainless Steel Sheet,2026-07-02 09:22:22,page_view,DPP Landing Page,Open DPP Page,success,none
E00130,S0021,Auditor,Stainless Steel Sheet,2026-07-02 09:22:56,document_click,Technical Documents,Technical Information,success,none
E00131,S0021,Auditor,Stainless Steel Sheet,2026-07-02 09:22:13,login,Authentication,Log in,success,none
E00132,S0021,Auditor,Stainless Steel Sheet,2026-07-02 09:22:30,tab_click,Machine Energy,Machine Energy,success,none
E00133,S0021,Auditor,Stainless Steel Sheet,2026-07-02 09:23:13,tab_click,General Information,General Information,success,none
E00134,S0022,Manufacturer,The White,2026-07-02 08:31:58,login,Authentication,Log in,success,none
E00135,S0022,Manufacturer,The White,2026-07-02 08:29:51,tab_click,Machine Energy,Machine Energy,success,none
E00136,S0022,Manufacturer,The White,2026-07-02 08:29:43,error,Verify Product Passport,System Error,failed,missing_data
E00137,S0022,Manufacturer,The White,2026-07-02 08:32:58,login,Authentication,Log in,success,none
E00138,S0022,Manufacturer,The White,2026-07-02 08:31:38,document_click,Technical Documents,Certificate of Conformity,success,none
E00139,S0022,Manufacturer,The White,2026-07-02 08:34:11,tab_click,Energy Overview,Energy Overview,success,none
E00140,S0022,Manufacturer,The White,2026-07-02 08:30:46,export,Export Product Passport,Export as JSON,failed,failed_export
E00141,S0022,Manufacturer,The White,2026-07-02 08:32:32,page_view,DPP Landing Page,Open DPP Page,success,none
E00142,S0023,Customer,The White,2026-07-04 04:43:17,tab_click,Energy Overview,Energy Overview,success,none
E00143,S0023,Customer,The White,2026-07-04 04:44:24,tab_click,Energy Overview,Energy Overview,success,none
E00144,S0023,Customer,The White,2026-07-04 04:43:11,document_click,Technical Documents,Certificate of Conformity,success,none
E00145,S0023,Customer,The White,2026-07-04 04:43:37,tab_click,Anomalies,Anomalies,success,none
E00146,S0023,Customer,The White,2026-07-04 04:44:03,tab_click,Technical Documents,Technical Documents,success,none
E00147,S0023,Customer,The White,2026-07-04 04:43:56,page_view,DPP Landing Page,Open DPP Page,success,none
E00148,S0023,Customer,The White,2026-07-04 04:44:27,tab_click,General Information,General Information,success,none
E00149,S0023,Customer,The White,2026-07-04 04:43:17,page_view,DPP Landing Page,Open DPP Page,success,none
E00150,S0023,Customer,The White,2026-07-04 04:43:27,tab_click,Energy Overview,Energy Overview,success,none
E00151,S0024,Internal User,The White,2026-07-04 14:59:06,tab_click,General Information,General Information,success,none
E00152,S0024,Internal User,The White,2026-07-04 14:55:49,error,Export Product Passport,System Error,failed,api_timeout
E00153,S0025,Recycler,The White,2026-07-02 23:07:01,tab_click,Technical Documents,Technical Documents,success,none
E00154,S0025,Recycler,The White,2026-07-02 23:06:49,page_view,DPP Landing Page,Open DPP Page,success,none
E00155,S0025,Recycler,The White,2026-07-02 23:04:06,tab_click,General Information,General Information,success,none
E00156,S0025,Recycler,The White,2026-07-02 23:08:27,export,Export Product Passport,Export as CSV,failed,failed_export
E00157,S0025,Recycler,The White,2026-07-02 23:06:52,tab_click,General Information,General Information,success,none
E00158,S0025,Recycler,The White,2026-07-02 23:11:02,document_click,Technical Documents,Energy Report,success,none
E00159,S0025,Recycler,The White,2026-07-02 23:07:47,tab_click,Packaging,Packaging,success,none
E00160,S0025,Recycler,The White,2026-07-02 23:04:32,tab_click,Paint Material,Paint Material,success,none
E00161,S0025,Recycler,The White,2026-07-02 23:04:35,page_view,DPP Landing Page,Open DPP Page,success,none
E00162,S0025,Recycler,The White,2026-07-02 23:07:03,tab_click,Paint Material,Paint Material,success,none
E00163,S0026,Auditor,Wire Rod,2026-07-04 22:28:11,tab_click,General Information,General Information,success,none
E00164,S0026,Auditor,Wire Rod,2026-07-04 22:30:27,tab_click,Technical Documents,Technical Documents,success,none
E00165,S0026,Auditor,Wire Rod,2026-07-04 22:29:01,page_view,DPP Landing Page,Open DPP Page,success,none
E00166,S0026,Auditor,Wire Rod,2026-07-04 22:27:42,page_view,DPP Landing Page,Open DPP Page,success,none
E00167,S0026,Auditor,Wire Rod,2026-07-04 22:28:29,tab_click,Technical Documents,Technical Documents,success,none
E00168,S0026,Auditor,Wire Rod,2026-07-04 22:27:55,tab_click,Packaging,Packaging,success,none
E00169,S0026,Auditor,Wire Rod,2026-07-04 22:30:11,tab_click,Paint Material,Paint Material,success,none
E00170,S0026,Auditor,Wire Rod,2026-07-04 22:26:49,tab_click,General Information,General Information,success,none
E00171,S0026,Auditor,Wire Rod,2026-07-04 22:28:30,error,Technical Documents,System Error,failed,missing_data
E00172,S0026,Auditor,Wire Rod,2026-07-04 22:30:01,export,Export Product Passport,Export as PDF,success,none
E00173,S0027,Auditor,Wire Rod,2026-07-04 17:37:22,page_view,DPP Landing Page,Open DPP Page,success,none
E00174,S0027,Auditor,Wire Rod,2026-07-04 17:39:04,tab_click,Anomalies,Anomalies,success,none
E00175,S0027,Auditor,Wire Rod,2026-07-04 17:35:48,document_click,Technical Documents,Safety Data Sheet,success,none
E00176,S0028,Customer,Steel Coil A,2026-07-06 21:34:15,tab_click,Paint Material,Paint Material,success,none
E00177,S0028,Customer,Steel Coil A,2026-07-06 21:33:39,verification,Verify Product Passport,Verify with Spherity,success,none
E00178,S0028,Customer,Steel Coil A,2026-07-06 21:35:06,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00179,S0028,Customer,Steel Coil A,2026-07-06 21:34:26,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00180,S0028,Customer,Steel Coil A,2026-07-06 21:33:40,tab_click,Technical Documents,Technical Documents,success,none
E00181,S0028,Customer,Steel Coil A,2026-07-06 21:35:51,tab_click,Technical Documents,Technical Documents,success,none
E00182,S0028,Customer,Steel Coil A,2026-07-06 21:35:09,document_click,Technical Documents,Certificate of Conformity,success,none
E00183,S0028,Customer,Steel Coil A,2026-07-06 21:35:39,document_click,Technical Documents,Energy Report,success,none
E00184,S0028,Customer,Steel Coil A,2026-07-06 21:34:25,document_click,Technical Documents,Technical Information,success,none
E00185,S0028,Customer,Steel Coil A,2026-07-06 21:33:33,document_click,Technical Documents,Safety Data Sheet,success,none
E00186,S0029,Recycler,Stainless Steel Sheet,2026-07-06 18:29:03,error,Export Product Passport,System Error,failed,api_timeout
E00187,S0029,Recycler,Stainless Steel Sheet,2026-07-06 18:30:35,export,Export Product Passport,Export as JSON,success,none
E00188,S0029,Recycler,Stainless Steel Sheet,2026-07-06 18:28:07,tab_click,Packaging,Packaging,success,none
E00189,S0029,Recycler,Stainless Steel Sheet,2026-07-06 18:32:49,document_click,Technical Documents,Safety Data Sheet,success,none
E00190,S0029,Recycler,Stainless Steel Sheet,2026-07-06 18:26:26,tab_click,Paint Material,Paint Material,success,none
E00191,S0029,Recycler,Stainless Steel Sheet,2026-07-06 18:26:57,page_view,DPP Landing Page,Open DPP Page,success,none
E00192,S0029,Recycler,Stainless Steel Sheet,2026-07-06 18:32:27,tab_click,Paint Material,Paint Material,success,none
E00193,S0030,Internal User,Steel Coil A,2026-07-03 13:42:23,document_click,Technical Documents,Technical Information,success,none
E00194,S0030,Internal User,Steel Coil A,2026-07-03 13:44:35,document_click,Technical Documents,Technical Information,success,none
E00195,S0030,Internal User,Steel Coil A,2026-07-03 13:44:58,export,Export Product Passport,Export as PDF,success,none
E00196,S0030,Internal User,Steel Coil A,2026-07-03 13:41:58,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00197,S0030,Internal User,Steel Coil A,2026-07-03 13:42:33,document_click,Technical Documents,Safety Data Sheet,success,none
E00198,S0030,Internal User,Steel Coil A,2026-07-03 13:43:20,error,Technical Documents,System Error,failed,api_timeout
E00199,S0030,Internal User,Steel Coil A,2026-07-03 13:44:14,document_click,Technical Documents,Technical Information,success,none
E00200,S0030,Internal User,Steel Coil A,2026-07-03 13:45:17,tab_click,Technical Documents,Technical Documents,success,none
E00201,S0030,Internal User,Steel Coil A,2026-07-03 13:43:10,page_view,DPP Landing Page,Open DPP Page,success,none
E00202,S0030,Internal User,Steel Coil A,2026-07-03 13:42:25,tab_click,Energy Overview,Energy Overview,success,none
E00203,S0030,Internal User,Steel Coil A,2026-07-03 13:44:58,export,Export Product Passport,Export as JSON,success,none
E00204,S0030,Internal User,Steel Coil A,2026-07-03 13:43:48,tab_click,Paint Material,Paint Material,success,none
E00205,S0030,Internal User,Steel Coil A,2026-07-03 13:43:28,page_view,DPP Landing Page,Open DPP Page,success,none
E00206,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:17:08,document_click,Technical Documents,Safety Data Sheet,success,none
E00207,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:18:10,tab_click,General Information,General Information,success,none
E00208,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:15:58,verification,Verify Product Passport,Verify with Spherity,success,none
E00209,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:19:54,document_click,Technical Documents,Certificate of Conformity,success,none
E00210,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:18:00,page_view,DPP Landing Page,Open DPP Page,success,none
E00211,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:14:06,tab_click,General Information,General Information,success,none
E00212,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:13:57,tab_click,Technical Documents,Technical Documents,success,none
E00213,S0031,Internal User,Hot Rolled Coil,2026-07-05 20:17:19,tab_click,Technical Documents,Technical Documents,success,none
E00214,S0032,Internal User,Steel Coil A,2026-07-02 11:18:23,tab_click,Technical Documents,Technical Documents,success,none
E00215,S0032,Internal User,Steel Coil A,2026-07-02 11:16:15,document_click,Technical Documents,Safety Data Sheet,success,none
E00216,S0032,Internal User,Steel Coil A,2026-07-02 11:17:28,verification,Verify Product Passport,Verify with Spherity,success,none
E00217,S0032,Internal User,Steel Coil A,2026-07-02 11:17:50,error,Export Product Passport,System Error,failed,api_timeout
E00218,S0032,Internal User,Steel Coil A,2026-07-02 11:19:05,document_click,Technical Documents,Technical Information,success,none
E00219,S0033,Customer,Hot Rolled Coil,2026-07-03 16:10:32,tab_click,General Information,General Information,success,none
E00220,S0033,Customer,Hot Rolled Coil,2026-07-03 16:08:46,export,Export Product Passport,Export as PDF,failed,failed_export
E00221,S0033,Customer,Hot Rolled Coil,2026-07-03 16:09:36,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00222,S0033,Customer,Hot Rolled Coil,2026-07-03 16:11:49,export,Export Product Passport,Export as PDF,success,none
E00223,S0033,Customer,Hot Rolled Coil,2026-07-03 16:11:05,page_view,DPP Landing Page,Open DPP Page,success,none
E00224,S0034,Customer,Wire Rod,2026-07-01 09:12:10,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00225,S0034,Customer,Wire Rod,2026-07-01 09:12:48,document_click,Technical Documents,Energy Report,success,none
E00226,S0034,Customer,Wire Rod,2026-07-01 09:14:37,export,Export Product Passport,Export as PDF,success,none
E00227,S0034,Customer,Wire Rod,2026-07-01 09:12:53,tab_click,Machine Energy,Machine Energy,success,none
E00228,S0034,Customer,Wire Rod,2026-07-01 09:09:47,tab_click,Anomalies,Anomalies,success,none
E00229,S0034,Customer,Wire Rod,2026-07-01 09:15:40,verification,Verify Product Passport,Verify with Spherity,success,none
E00230,S0034,Customer,Wire Rod,2026-07-01 09:15:20,document_click,Technical Documents,Technical Information,success,none
E00231,S0034,Customer,Wire Rod,2026-07-01 09:14:26,tab_click,Technical Documents,Technical Documents,success,none
E00232,S0035,Recycler,Wire Rod,2026-07-03 14:27:36,tab_click,General Information,General Information,success,none
E00233,S0035,Recycler,Wire Rod,2026-07-03 14:25:37,document_click,Technical Documents,Safety Data Sheet,success,none
E00234,S0035,Recycler,Wire Rod,2026-07-03 14:27:08,tab_click,Technical Documents,Technical Documents,success,none
E00235,S0035,Recycler,Wire Rod,2026-07-03 14:27:47,document_click,Technical Documents,Energy Report,success,none
E00236,S0035,Recycler,Wire Rod,2026-07-03 14:24:42,error,Energy Overview,System Error,failed,broken_link
E00237,S0036,Auditor,Wire Rod,2026-07-03 22:47:02,export,Export Product Passport,Export as PDF,success,none
E00238,S0036,Auditor,Wire Rod,2026-07-03 22:47:27,verification,Verify Product Passport,Verify with Spherity,success,none
E00239,S0036,Auditor,Wire Rod,2026-07-03 22:47:36,tab_click,Technical Documents,Technical Documents,success,none
E00240,S0036,Auditor,Wire Rod,2026-07-03 22:47:20,document_click,Technical Documents,Technical Information,failed,broken_link
E00241,S0036,Auditor,Wire Rod,2026-07-03 22:46:57,tab_click,Energy Overview,Energy Overview,success,none
E00242,S0036,Auditor,Wire Rod,2026-07-03 22:47:33,tab_click,Packaging,Packaging,success,none
E00243,S0037,Recycler,Steel Coil A,2026-07-06 05:34:49,export,Export Product Passport,Export as PDF,success,none
E00244,S0037,Recycler,Steel Coil A,2026-07-06 05:39:20,verification,Verify Product Passport,Verify with Spherity,success,none
E00245,S0037,Recycler,Steel Coil A,2026-07-06 05:40:01,tab_click,Packaging,Packaging,success,none
E00246,S0037,Recycler,Steel Coil A,2026-07-06 05:36:50,tab_click,Paint Material,Paint Material,success,none
E00247,S0038,Auditor,The White,2026-07-02 04:44:43,document_click,Technical Documents,Safety Data Sheet,success,none
E00248,S0038,Auditor,The White,2026-07-02 04:42:58,login,Authentication,Log in,success,none
E00249,S0039,Customer,The White,2026-07-03 07:53:41,export,Export Product Passport,Export as PDF,success,none
E00250,S0039,Customer,The White,2026-07-03 07:49:41,tab_click,General Information,General Information,success,none
E00251,S0039,Customer,The White,2026-07-03 07:52:00,tab_click,Technical Documents,Technical Documents,success,none
E00252,S0039,Customer,The White,2026-07-03 07:49:28,login,Authentication,Log in,success,none
E00253,S0039,Customer,The White,2026-07-03 07:50:41,page_view,DPP Landing Page,Open DPP Page,success,none
E00254,S0040,Customer,The White,2026-07-04 00:46:28,tab_click,Machine Energy,Machine Energy,success,none
